Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Data Scientist,-1.0,WeRide.ai,"San Jose, CA",-1,-1.0,-1,-1,-1,-1,-1,103.15389972144847,1.0,"This role requires work closely variety teams (Planning, Decision, Prediction, Simulation, Product) analyze leverage wide variety data road test simulated driving order improve self-driving performance WeRide's Robotaxi. You responsible for: -Evaluate safety performance based road test simulated data -Analyze improve existing data sources metrics -Coordinate different functional teams implement models monitor outcomes -Develop processes tools monitor analyze model performance data accuracy -Bring statistical depth, general analytical rigor, accurate causal interpretation data Requirements: -MS/PhD degree Statistics, Mathematics, Computer Science quantitative area -2+ years experience manipulating large data sets building statistical models -Solid skills using R/Python statistical libraries manipulate data draw insights form data sets -Knowledge advanced statistical techniques concepts (regression, properties distributions, statistical tests proper usage, etc.) experience applications -Proven ability understand complex system various components -Experience tools manipulating big data Preferred have: -Experience C++ -Familiarity Spark/MapReduce -Knowledge variety machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) real-world advantages/drawbacks WeRide.ai offers competitive salaries demonstrated experience. Employee benefits include: Premium Medical, Dental Vision Plan Free Daily Breakfast, Lunch Dinner Paid vacations holidays Phone reimbursement Gym reimbursement Driven artificial intelligence, WeRide smart mobility company intends create Level autonomous vehicles Chinese market. WeRide founded Silicon Valley April 2017 established global headquarters Guangzhou, China."
Data Scientist,4.2,ExecOnline,"New York, NY","New York, NY",125.5,2012,Company - Private,Education Training Services,Education,"Harvard Business School, Coursera, edX",75.5,24319.000761035008,"ExecOnline fast-growing, venture-backed ed-tech firm reinventing world's greatest companies develop next generation leaders. looking exceptional addition team responsible ensuring data-driven approach heart every piece organization platform. looking individual lead data science efforts support strategic initiatives scale. This hands-on position work directly Data, Product, Technology business teams bring ExecOnline's data capabilities next level. Ideally, role would based New York City Washington, office, consider remote work right candidate. role will: key contributor suite data-driven products customers solutions internal stakeholders hands-on Data Analysis Visualization Development Utilize statistical models derive deeper insights extensive customer participant data Apply Natural Language Processing capabilities unstructured data Topic Modeling, utilized textual data exploration, feedback insights, voice-of-customer insights, sales enablement, etc. Leverage Machine Learning techniques projects including Predictive Modeling, Retention Analysis, etc. Spearhead opportunities Experimentation A/B testing company, outbound email, web optimization, etc. Work structured unstructured data Support development reports Tableau think appealing able to: Join company focused achieving scale data Work directly Product business teams deliver direct impact customers client-facing teams Learn job be(come) expert executive education apply expertise make entire system better Green-field opportunity thought leader company data science best practices opportunities applications Are match? years experience similar role position success Bachelor's degree Analytics related quantitative fields (statistics, Operations research, mathematics, econometrics etc.). advanced degree preferred. Experience applying modelling advanced techniques as: significance testing, GLM/Regression, Random Forest, Boosting, Trees, text mining Hands-on knowledge Python/R, SQL must You excited challenge developing complex data-driven solutions delivering simplicity end user. You value hard work, collaboration ability strike right balance speed, quality execution. You know get things done prefer pragmatic solutions theoretical ones. You ""full stack"" data person know work large, messy data sets, matter stored figuring out. You know math understand flashiest solutions usually always best. You experience tools languages use excited learn others: Python, SQL Tableau Jupyter Notebooks dBeaver equivalent Github Highly Desired Additions: AWS Redshift, Snowflake Data Warehouse Hadoop Javascript What get: The opportunity join startup team high career-growth potential across organization stimulating work environment working leading-edge, highly-motivated team members Competitive base salary days paid vacation Stock options Highly subsidized health insurance Opportunity take courses elite business schools months paid parental leave 401K Vanguard Commuter benefits perks About ExecOnline ExecOnline partners top business schools, including Berkeley-Haas, Columbia, IMD, MIT-Sloan, Wharton, Chicago Booth, Stanford, Yale rapidly deliver online leadership development programs generate lasting organizational impact. ExecOnline's university-certified programs strategy, innovation, operations, feature dynamic content tailored unique corporate objectives clients. ExecOnline delivered transformational leadership development experiences 200 organizations 10,000 business leaders."
Analytics Manager,3.3,FrankCrum Staffing,"Tallahassee, FL","Clearwater, FL",125.5,1981,Company - Private,Staffing & Outsourcing,Business Services,-1,103.15389972144847,7.5,"FrankCrum Staffing opening Tallahassee area Analytics Manager. The Analytics Manager ensure data accuracy consistent reporting designing creating optimal processes procedures analytics employees follow. They use advanced data modeling, predictive modeling, analytical techniques interpret key findings company data leverage insights initiatives support business outcomes. The Analytics Manager work closely leaders across product, sales, marketing support implement high quality, data-driven decisions. The right person job apply exhaustive knowledge data analysis solving real-world problems faced company finding opportunities improvement across multiple projects, teams, business units. The ideal candidate knack seeing solutions sprawling data sets business mindset convert insights strategic opportunities company. Essential Duties Responsibilities: Examine, interpret, report results analytical initiatives stakeholders leadership, technology, sales, marketing, product teams Lead team build, develop, maintain data models, reporting systems, data automation systems, dashboards, performance metrics support support key business decisions Lead cross-functional projects using advanced data modeling analysis technique discover insights guide strategic decisions uncover optimization opportunities Recruit, train, develop, supervise analyst-level employees Design build technical processes address business issues Oversee design delivery reports insights analyze business functions, key operations, performance metrics Ensure accuracy data deliverables reporting employees comprehensive policies processes Manage optimize processes data intake, validation, mining, engineering well modeling, visualization, communication deliverables Oversee data/report requests process; tracking requests submitted, prioritization, approval, etc. Develop implement quality controls departmental standards ensure quality standards, organizational expectations, regulatory requirements Anticipate future demands initiatives related people, technology, budget, business within department design implement solutions meet specific needs Organize drive successful completion data insight initiatives effective management analyst data employees effective collaboration stakeholders Communicate results business impacts insight initiatives stakeholders within outside company All duties assigned Qualifications: Minimum years experience leading team Minimum years experience position monitoring, managing, manipulating, drawing insights data Working knowledge data mining principles; predictive analytics, mapping, collecting data multiple data systems premises, cloud-based data sources Strong programming skills querying languages; SQL, SAS, etc. Experience big data tools; Teradata, Aster, Hadoop, etc. Experience testing tools Adobe Test Target Experience data visualization tools; SAP Analytics, etc. C++, JAVA, programming languages Strong SQL skills, ability perform effective querying involving multiple tables subqueries Understanding experience using analytical concepts statistical techniques; hypothesis development, designing tests/experiments, analyzing data, drawing conclusions, developing actionable recommendations business units Experience knowledge statistical modeling techniques; GLM multiple regression, logistic regression, log-linear regression, variable selection, etc. Experience writing advanced SAS code statement, models, macros Experience working creating databases dashboards using relevant data inform decisions Experience using analytics techniques contribute company growth efforts, increasing revenue key business outcomes Strong problem solving, quantitative, analytical abilities Strong ability plan manager numerous processes, people, projects simultaneously Excellent communication, collaboration, delegation skills Excellent computer skills; including limited Excel, Word, PowerPoint All duties assigned Minimum Qualifications: High School Diploma equivalent Must minimum years age Must successfully complete comprehensive background screening Must pass doctor certified fit test wearing respirator Work Schedule: 40+ hours weekly flexible hours depending department needs. Must available work occasional evenings, weekends, holidays **Resumes best viewed optimized system upload standard Word format** FrankCrum equal opportunity employer prohibiting discrimination basis race, color, sex, age, religion, national origin, disability, marital status characteristic protected local, state federal law."
Data Scientist,-1.0,ODSC Hiring Partner,"New York, NY",-1,-1.0,-1,-1,-1,-1,-1,103.15389972144847,1.0,"This post behalf hiring partner. Recruiters company first ever Virtual Career Expo take place April 15, 2020 Register free: http://bit.ly/3a76PZE Submit Resume To: https://share.hsforms.com/1XnFwfJRKR6Gs71Qp_oiUsQ13zdw Data Scientist, provide cutting-edge algorithms, visualizations, expert insight business challenges throughout organization. You’ll partner business stakeholders define problems develop models impact business across markets (North American, Europe, beyond) across product lines. You initially focus Pricing Promo domains, working Pricing Promo data products central teams develop, implement, evaluate data-driven approaches Company's pricing strategy globally. However, Data Scientists The Company encouraged rotate different domains expand knowledge experience bring fresh insights new areas, also opportunity apply skills challenges areas business. You join community Data Scientists Data Analytics (DNA) organization, working alongside data product owners, business analysts, technologists, data engineers, business general managers, product market specialists solve critical challenges drive tremendous business value. You’ll seek ways improve, communicate openly, active problem-solver. Throughout design, development, delivery stages surprise new levels professional personal growth. The involvement adjacent areas like insights visualization, data engineering software engineering depend experience seniority level applicant. Essential Functions Engage stakeholders consult around analytical project requirements, define success metrics, explain methodologies results, negotiate deliverables Being close thought partner business owners identify key levers improvement continuously monitor impact advancing product Partner colleagues tech tribes bring data products production Being prepared willing take development data products commercial manufacturing space The Company future Interact regularly Data Scientists discuss technical feedback work provide technical feedback work. Build new models, well analyze improve pre-existing models algorithms. Prioritizing completing backlog improvements envisioned current data product Build underlying codes algorithms part team data scientists, data engineers, software developers Ideal Experience MSc computer science, math/statistics, technical discipline engineering, quantitative natural sciences (e.g. physics, chemistry) Ideally years work experiences data scientist analyst Proficiency least one data science programming language (Python, Scala, Julia) SQL Excellence conceptional problem-solving skills, ideally paired engineering mindset Good knowledge data visualization theory tools (e.g. Tableau, looker, plotly, ggplot, etc) Confidence translating technical content numbers non-technical stakeholders create business impact Familiarity advanced machine learning modeling techniques beneficial Familiarity infrastructure topics (e.g. AWS, Databricks, Azure) huge plus Prior experience e-commerce/retail also consider strong plus Considered Plus Spark, Java, Scala S3, Azure, Databricks Experience using standard libraries (scikit-learn, MLlib, TensorFlow, MXNet, PyMC3) Advanced machine learning modeling experience Agile working methodology Relevant work e-commerce environment Equal Opportunity Employer The Company Equal Employment Opportunity Employer. All qualified candidates receive consideration employment without regard race, color, sex, national ethnic origin, nationality, age, religion, citizenship, disability, medical condition, sexual orientation, gender identity, gender presentation, legal preferred name, marital status, pregnancy, family structure, veteran status basis protected human rights laws regulations. This list exhaustive and, fact, strive law requires. This post behalf hiring partner. Recruiters company Accelerate Career Lab Expo Register free: http://bit.ly/3a76PZE Submit Resume To: https://share.hsforms.com/1XnFwfJRKR6Gs71Qp_oiUsQ13zdw Job Type: Full-time Salary: $80,000.00 $150,000.00 /year Experience: Java: year (Preferred) year (Preferred) data scientist: year (Preferred) Data Visualization: year (Preferred) Education: Master's (Preferred)"
Machine Learning Engineer,4.0,Mteq,"Fort Belvoir, VA","Lorton, VA",750.5,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,"Harris, Fibertek",87.0,300.0,"Who Are We? QinetiQ Inc. innovative C5ISR Systems Technology leader. Our company built foundation advanced technology, systems engineering, rapid prototyping, improved operational sensing. work latest technological developments government, industry, academia, leveraging knowledge rapidly advance state art, combining cutting edge sensor technology innovative research ﬁelds sensor science, signal processing, data fusion, artiﬁcial intelligence (AI), machine learning (ML), augmented reality (AR). world-class team professionals build Ground Systems, Solider Systems, Airborne Sensing Processing Technologies Integrated solutions. Our customers always number one priority mission empower protect American Warfighters Security Forces! Your Contribution Our Mission: Work Government synthetic data lead generation synthetic scenarios required training aided target recognition related algorithms. Responsible assisting design development training simulation environments focus machine learning algorithm development simulation training tasks. Land This Job, You Need: B.S. Physics, Electrical Engineering, Computer Engineering, Computer Science, Software Engineering applicable engineering science field M.S. higher degree preferred. Experience Python, Matlab, DIRSIG, and/or modeling simulation software. Knowledge Signatures, atmospheric effects, imaging sensor effects simulated imagery. Experience distributed computing/high performance recruiting tools software. Clearance Level Must Currently Possess: DOD Secret Why QinetiQ Inc.? Your work contribute protection American Warfighters Security Forces. Opportunity work cutting edge technology. Extensive opportunities continuous learning, professional growth advancement. hire best! matter entry senior level, opportunity learn best industry. fun! regularly company events, luncheons costume contests golf tournaments. care YOU YOUR FAMILY. offer competitive benefits health insurance options. One Has Time Long Job Applications! completely understand. That made application process easy. promise. This simple. Accessibility/Accommodation: medical condition disability, need reasonable accommodation part employment process, please send e-mail staffing@us.qinetiq.com call (540) 658-2720 Opt let know nature request contact information. QinetiQ Inc. Equal Opportunity/Affirmative Action employer. All qualified applicants receive consideration employment without regard race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, protected Veteran status."
Senior Data Scientist Oncology,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000.0,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Roche, GlaxoSmithKline, Novartis",140.0,10.0,"AstraZeneca constantly pushing boundaries science deliver life-changing medicines patients, passion discovery pipeline show it. Were pioneering innovative research exploring novel pathways across key therapeutic areas including oncology, respiratory, inflammation autoimmunity, cardiovascular metabolic disease, infection vaccines. And industry-leading immunology, protein engineering translational science. offer unique strong collaborative network together explore synergies small large molecules. AstraZeneca dynamic environment fosters collaboration innovation. attract top minds, nurture build top talent. Those join AstraZeneca feel sense ownership future. They thrive recognized leader industry. AstraZeneca agile, fast-moving emerging industry leader oncology. nimble organization values smart risk-takers. With AstraZeneca, applying creative approach science forefront strong rich pipeline cutting-edge medicines. Here, join passionate professionals advance science, technology medicine develop products designed help people live better lives. You excel environment characterized respect, integrity growth opportunities. Our Oncology Pipeline Our robust pipeline includes investigational therapies varied stages clinical development, recently approved products earlier-stage molecules clinical trials. aspire transform lives cancer patients, working eliminate cancer cause death future. Sr. Data Scientist, Oncology The Machine Learning team AstraZenecas Oncology Data Science group develop apply sophisticated algorithms techniques solve hardest problems oncology drug discovery development. The team uses scientific, quantitative, problem-solving skills work broad range challenges across whole oncology portfolio, working collaboratively scientists across range disciplines scope, define, deliver projects advance state art data science accelerate delivery innovative medicines patients. NOTE: This position filled either GAITHERSBURG MARYLAND WALTHAM, MASSACHUSETTS Senior Data Scientist play key role front line rapidly growing team working extract insight complex biomedical data. You develop leadership skills apply develop expertise rigorous quantitative data science provide solutions variety data science problems, researching, recommending delivering novel methodologies solve problems matter oncology pipeline. Examples projects team works include developing machine learning models digital biomarkers, patient risk stratification clinical trials, new algorithms survival analysis, approaches quantitatively analyse wearable data, linking medical imaging data omics longitudinal outcomes identify and/or validate new drug targets, much more! The level position determined candidates experience, skills education. Typical Accountabilities For Sr. Data Scientist typically accountable for: Providing advanced data science machine learning expertise AstraZeneca projects, researching recommending data science solutions, appropriately communicating non-technical stakeholders. Collaborating multidisciplinary environment world leading clinicians, data scientists, biological experts, statisticians professionals. Publishing work ensure AstraZeneca drives data science agenda pharmaceutical industry. Education, Qualifications, Skills Experience Essential Sr. Data Scientist MSc degree rigorous quantitative science (such mathematics, computer science, engineering) Practical software development skills standard data science tools (such python) Knowledge range mathematical statistical modelling techniques, drive continue learn develop skills. Desirable PhD degree rigorous quantitative science (such mathematics, computer science, engineering) Experience within pharmaceutical industry Outstanding communication, business analysis consultancy"
Data Scientist,3.7,Brillient,"Silver Spring, MD","Reston, VA",350.5,2006,Company - Private,IT Services,Information Technology,-1,86.0,37.5,"Job Description: Brillient seeking experienced Data Scientist join team supporting federal contract Silver Spring, MD. This position requires U.S. Citizenship permanent resident ability obtain maintain Government public trust level security clearance. Candidates must lived United States least three past five years prior application date. You also meet residency qualifications lived abroad government military duty dependent federal employee military member. Brillient immediate need Data Scientist government client’s data science workstream including data aggregation analytic projects support regulatory review regulatory science. The employee significant expertise data science. JOB DESCRIPTION: Specific tasks shall include, limited to, following: Reviews evaluate clinical study protocols reports submitted NDAs (New Drug Applications), supplemental NDAs, new INDs (Investigational New Drug), new protocols protocol amendments, Emergency INDs. The Data Scientist responsible reaching regulatory decisions recommending approval safe effective human drugs. Evaluates development plans study protocols determine safe design likely generate evidence effectiveness. During evaluations, incumbent provides advice pharmaceutical sponsors investigators design clinical studies. For NDAs, Data Scientist reviews evaluates reports clinical trials determine data adequate well-controlled, sufficient support efficacy safety drug investigation. Ultimately, Data Scientist recommends approval disapproval application, conjunction with, countersigned by, Medical Team Leader. The Data Scientist reviews submissions support revisions labeling approved NDAs. This often includes new data clinical trials. The Data Scientist input scientific discipline reviewers, reviews data determine data sufficient justify changes labeling. The Data Scientist compiles data prepare special reports related work Division develops background data pertinent government programs; attends meetings, conferences, symposia workshops scientific organizations stay current his/her field expertise exchange ideas scientists. The Data Scientist undertakes tasks assigned, including, limited to, preparation responses requests information Agency, congressional inquiries, consumer groups; preparation presentation Advisory Committees scientific groups. Required Experience: EXPERIENCE REQUIREMENT: Master’s Doctoral degree Data Science, Statistics, Biostatistics, Mathematics, Computer Science, Physics, closely related quantitative discipline least years work experience data analytics/informatics. The Data Scientist shall significant expertise data science including deep knowledge computer programming, databases, data visualization, version control. Strong problem-solving skills understanding clinical relevance. Experience using computer languages (for example: Python, MATLAB, SAS, etc.) manipulate data draw insights large datasets. Excellent written verbal communication skills. Knowledge experience variety machine learning algorithms statistical modeling (clustering, decision tree learning, ANN, method etc.). Self-motivated learn master new technologies techniques. Able work fast-paced team environment. Reasonable Accommodation Requests: applicant disability requires reasonable accommodation complete part application process, limited ability—or unable use—the online application system need alternative method applying, may contact 703-994-4232 press Human Resources. order address request following information needed: Name The best method contacting back The position title Requisition/Job Number Upon receipt information respond promptly obtain information request. Information related existing profiles applications provided via phone number. EOE Minorities/Females/Protected Veterans/Disabled Company Overview: Established 2003, Brillient Corporation (Brillient) Technology Business Solutions firm specializes providing mission-critical, consulting technical services, program/project staffing. Over 70% Brillient’s business today focused financial services support federal agencies. base fundamental service philosophy understanding matters clients, contributes mission success, deliver maximum Return Investment (ROI). On-time delivery, cost/schedule compliance, flexibility responsiveness, quality workmanship client satisfaction imperatives goals. Headquartered Reston, VA, Brillient 400 employees deployed client sites eight (9) states across four (4) Continental United States (CONUS) time zones (Virginia mid-Atlantic area, Missouri, California, Maryland, Texas, Pennsylvania, Alabama, Arkansas, Washington, DC). Our capabilities include Financial Administrative Support, Program/Project Performance Management, Big Data Management (e.g., business intelligence analytical support), Business Process Reengineering (BPR), Cloud Computing, Mobile Apps, Web Applications Development, Mission Support Services. partnered Federal agencies past decade. Our clients list includes DHS (Transportation Security Administration (TSA), U.S. Citizenship Immigration Services (USCIS) United States Coast Guard (USCG)), SBA, Department Treasury (TREAS), Department Justice (DOJ), Department Interior (DOI), Department Commerce (DOC), Department Education (DoED), Department Energy (DOE). Teaming Brillient means partner outstanding track record quality deliverables, motivated high caliber personnel, responsive customer service. Keyword: Data Scientist From: Brillient Apply"
Senior Data Scientist,4.4,Entefy,"Palo Alto, CA","Palo Alto, CA",25.5,2012,Company - Private,Internet,Information Technology,-1,116.5,24319.000761035008,"Entefy’s Senior Data Scientist highly visible position internally externally. Join intelligence revolution, push state-of-the-art boundaries data science. This deep experience multi-dimensional insights intersect amazing opportunity shape future productivity people everywhere. Skills Experience: We’re looking “good.” Entefy mission find exceptional talent. The success mission depends team’s ability creatively analytical, insatiably curious, absolutely fearless tackling big challenges. Requirements Masters PhD Computer Science, Mathematics, Statistics, Engineering, Physics, related field preferred. years relevant experience. Demonstrable proficiency Python, Scala, SQL, Strong data visualization reporting skills. Expertise extracting insights real-world structured unstructured datasets. Proven track record delivering high-value, advanced analytics. Experience leading work data scientists analysts preferred. Strong communication skills Startup agility versatility. Visit www.entefy.com www.blog.entefy.com."
Data Science Manager,-1.0,Decode_M,"New York, NY","New York, NY",25.5,-1,Unknown,-1,-1,-1,103.15389972144847,24319.000761035008,"Decode_M https://www.decode-m.com/ Data Science Manager Job Description We’re hiring Data Science Manager New York office lead Decode_M’s Data Science team developing new solutions clients advancing science momentum proprietary product. This position, based New York City, requires interest managing Decode_M’s data science team, workflow offerings. demands excellent organizational skills, natural curiosity, eagerness dive deep end, hunger learn grow blast. Expect learn lot cool companies, new products, latest analytics, research strategy. About You You advanced degree data science, mathematics, another highly quantitative field, comfortable understanding utilizing recent academic research work. You years relevant work experience using applied statistics and/or machine learning. Bonus points you’ve worked consulting, client-facing role You years management experience. You fluent Python well robust numerical computing data science stack language. Not produce readable well-documented code, elevate team’s work thoughtful code review mentorship You highly consultative, engaged, detail-oriented. You see beyond question asked understand client objectives, chart course long-term success relationships You autodidact, loves figure new solutions problems diving deep StackOverflow, Arxiv.org, preferred destination. You curious, inquisitive, proactive, organized, methodical. You like use substantiated data identify solve problems, rather trust gut alone What You'll Lead team. Help set vision Data Science team follow vision. mentor small, close-knit team data scientists, helping develop professionally Drive New Product Development: Decode_M developed proprietary algorithm quantify cultural momentum brands, entities, people movements. You steward development algorithm part product team bring market new customers Manage Process. Work across teams Decode_M’s leadership ensure work top notch, deadlines met, projects resourced appropriately. Foster environment team empowered best work Build Tools. Use data social media, online reviews, mainstream media sites, search, web traffic, quantitative research, CRMs databases, etc. uncover intelligence around growth opportunities business challenges. Build software and/or repeatable processes scale work Grow Capabilities. Advance expertise applying statistics machine learning digital trends, CRM data, quantitative research. Know state field well enough know reach best-in-class tools design solutions"
Senior Scientist (Neuroscience),3.5,Sunovion,"Marlborough, MA","Marlborough, MA",3000.5,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Shire, GlaxoSmithKline, Allergan",154.5,1500.0,"Sunovion Pharmaceuticals looking Senior Scientist Neuroscience join Discovery Sciences Department Marlborough, MA. member Discovery Sciences Department, position responsible designing managing vitro vivo studies characterize biological activity novel small molecule drug candidates treatment neuropsychiatric neurological diseases. The position requires broad scientific expertise design studies examine biochemical pathways receptor pharmacology integration results develop neurocircuit pathway-based hypotheses drug mechanism action. Responsibilities include management experimental studies conducted external research partners, part strategy flexible business model drug discovery. The successful candidate demonstrated track record accomplishments showing successful application technical skills required probe biochemical pathway effects experimental systems. Excellent resource management skills ability initiate maintain effective working relationships CROs academic collaborators essential. This position work closely colleagues medicinal chemistry, safety/toxicology translational medicine development may also lead discovery projects/initiatives. Essential Functions: Applies technical expertise design conduct studies support development novel small molecules psychiatric neurological conditions. Develops mechanistic hypotheses delivers research results enhance understanding mechanism action effects biochemical pathways/circuits. May lead discovery projects/initiatives. Manages external relationships CROs, research partners academic institutions deliver high impact pharmacology results. Manages research related documentation including study plans, data files scientific reports supporting regulatory filings. Seeks develops new external relationships apply new technologies CNS discovery programs. Works project teams medicinal chemists, pharmacologists, preclinical safety translational medicine scientists advance novel agents development. Communicates research results internal external stakeholders including collaborators, key opinion leaders partners Sumitomo Dainippon Pharma. Minimum Education, Experience, Knowledge Skills Required: PhD Pharmacology, Neuroscience related field 3-5 years post-doctoral experience. least years post-doctoral research experience neuroscience research. Expert technical application biochemistry receptor pharmacology techniques following: radioligand binding, receptor functional assays, signaling pathways, Western blots, ELISA, neuronal cell cultures systems. Experience biochemical pathway analysis tools techniques used develop mechanistic hypotheses drug action genomics, RNAseq, (phospho)proteomics desirable. Knowledgeable vitro/ex vivo techniques electrophysiology able utilize wide range vitro/ex vivo technique develop successful research strategies probe mechanism action. Demonstrated record accomplishments showing technical research accomplishments ability work collaboratively external organizations. Ability work computers extended periods, robust data analysis skills proficiency professional software statistical pathways analysis tools required (e.g. MATLAB, Python, etc.). Must excellent oral written communication skills innovative spirit capacity generating new ideas. Confidential Data: All information (written, verbal, electronic, etc.) employee encounters considered confidential. Compliance :Achieve maintain Compliance applicable regulatory, legal operational rules procedures, ensuring plans activities behalf Sunovion carried \""best\"" industry practices highest ethical standards. Mental/Physical Requirements: Fast paced environment handling multiple demands. Must able exercise appropriate judgment necessary. Requires high level initiative independence. Excellent written oral communication skills required. Requires ability use personal computer extended periods time."
Data Scientist,-1.0,Point72 Ventures,"Palo Alto, CA",-1,-1.0,-1,-1,-1,-1,-1,103.15389972144847,1.0,"About Our AI/ML Team Our mission build best model-driven businesses. this, make investments industries machine learning transformative. Beyond initial investments, give portfolio companies meaningful edge helping acquire integrate incumbent businesses order enable transformation. Essential approach Foundry team experienced product managers, engineers, data scientists, specialists take active role help portfolio companies execute transformation initiatives supporting investment team industry research due diligence. About This Role data scientist AI/ML team building models transform portfolio companies entire industries. You involved parts data science lifecycle. That starts partnership investment team learn new industries work understand key workflows applied. After investment, partner portfolio companies combining domain expertise knowledge instrument workflows, build representative datasets, deploy trained models. All actions taken eye towards goal iterative, data-driven transformation portfolio companies retaining growing strengths basis original investment. Primary Responsibilities Developing deep understanding portfolio company identifying correct business problem address Train evaluate machine learning models Build datasets support training evaluation models Analyze existing data assets understand scope, quality, gaps Requirements Demonstrated experience building models solve business problems Strong software development background Familiarity common frameworks Strong verbal written communication ability Passion understanding quickly developing understanding new companies industries Travel 25% time"
Machine Learning Engineer - Regulatory,3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",750.5,1973,Company - Public,Stock Exchanges,Finance,-1,87.0,250500.0,"Job Description What develop operate trade surveillance technologies across large diverse markets. care deeply system availability, reliability, performance. balance speed, power, complexity functional capabilities. Our mission drives create clarity ambiguity. work billions events day. live breathe automation. it’s broken, fix it. needs refactoring, refactor it. it’s hard test, make testable. looking someone join upgrading machine learning capabilities. Responsibilities: Analyzing, prototyping, implementing machine learning platform technologies, models, algorithms use surveillance programs. Employing range data processing experiences real-time, graph, batch preparing model data pipelines. Explaining technical architectural design topics like we’re five years old. Working end-users gather define/refine functional requirements Producing project documentation high-level charter, functional requirements, technical design, test documents. Designing implementing integrating data set health monitoring. Designing implementing model training plans. Working closely infrastructure team server systems. Mentoring/Guiding new less experienced/knowledgeable team members. Providing on-going application support end-users communicating technical information clearly end-user audience. Job Requirements: years software industry experience one following technologies: Experience Python and/or strong desire learn Python Experience Java and/or strong desire learn Java Experience Linux UNIX-like operating systems knowledge least one scripting language years machine learning platform experience Strong algorithmic problem solving, data analysis, software systems design skills Strong knowledge data structures algorithms Excellent written verbal communication skills Must self-motivated ability work independently well part team, requiring minimal direction follow-up Experience working multiple projects concurrently Experience financial, trading, exchange, banking and/or related fields plus Bachelor’s Degree Computer Science related field preferred Experience Hadoop and/or SQL desirable Cboe Global Markets Equal Opportunity Employer. For information, please click following links: Equal Employment Opportunity The Law (in English) Equal Employment Opportunity The Law (in Spanish) Equal Employment Opportunity The Law (Supplement) E-Verify Participation Poster (English) E-Verify Participation Poster (Spanish) Right Work Poster (English) Right Work Poster (Spanish)"
Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA","Highland, CA",3000.5,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",-1,48.5,300.0,"Under direct supervision Director Database Marketing, Marketing Data Analyst work closely members database marketing team FP&A marketing analysis team derive insights large amounts customer transactional data develop segmentations, strategies, visualizations, reports, recommendations various marketing purposes. The Marketing Data Analyst assist management interpretation, evaluation interrelationship data generate integrated business analysis projections facilitate decision making. Essential Duties Responsibilities Develop queries SAS create marketing campaigns optimize profit produce multi-channel campaign outputs. Design evaluate various tests optimizations campaigns. Monitor quality data project output level Database Marketing team. Support integration new data sources analyze confirm overall quality integrity source data. Generate database extracts Database Marketing teams needed. Provide campaign analytics extended team, including insights recommendations improve message effectiveness campaign performance. Build business intelligence, reports dashboards using software like SAS, Microsoft Excel/VBA, Tableau, SAS Visual Analytics include segment/campaign profitability customer behavior trends. Create relationships internal stakeholders discover data, platform tools assist execute business needs. Identify new business opportunities potential risks based data analysis subject matters various operations departments. Train users needed. Perform duties assigned support efficient operation department. Education/Experience/Qualifications Bachelors Masters Degree Computer Science, Economics, Marketing, Finance, Mathematics, related field required. years experience SAS and/or SQL analyzing large datasets. Equivalent combination education progressive, relevant direct experience may considered lieu minimum educational/experience requirements indicated above. Advanced proficiency Microsoft Excel Word. Experience working relational databases required. Experience programming/scripting. Experience data visualization, reporting dash boarding tools SAS visual Analytics Tableau. Experience Google Analytics custom reports dashboards preferred. Familiarity marketing methodologies systems segmentation modeling, targeting, CRM, ROI projections evaluation. Predictive Modeling experience preferred. Employee must experience demonstrating utmost discretion confidentiality access confidential information including, limited to: customer contact information, customer financial data, organizational financial data. Excellent communication skills, written verbal. Must able obtain/maintain necessary certifications and/or licenses. Ability mentor coordinators administrative staff. Ability work mathematical concepts probability statistical inference. Ability apply concepts fractions, percentages, ratios, proportions practical situations, including development financial statistical models forecasts. Ability define problems, collect data, establish facts, draw valid conclusions minimal direction. Ability interpret extensive variety technical instructions mathematical diagram form deal several abstract concrete variables. Ability effectively present information to, respond questions from, groups managers directors. Ability read, analyze, interpret general business periodicals, professional journals, technical procedures, governmental regulations, financial reports, legal documents. Ability respond common inquiries complaints customers, regulatory agencies, members business community. Certificates/Licenses/Registrations discretion San Manuel Tribal Gaming Commission may required obtain maintain gaming license. San Manuel Band Mission Indians San Manuel Casino make reasonable accommodations compliance Americans Disabilities Act 1990. one largest private employers Inland Empire, San Manuel deeply cares future, growth well-being employees. Join team today!"
